STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,,VALUE_ADDED_SOURCE_AREA,,VALUE_ADDED_SOURCE_ACTIVITY,,FINAL_DEMAND_AREA,,FINAL_DEMAND_ACTIVITY,,UNIT_MEASURE,,FREQ,,TIME_PERIOD,,OBS_VALUE,,UNIT_MULT,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,SAU,,_T,,USD,,A,,2022,,26.204,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,BRA,,_T,,USD,,A,,2022,,28.324,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,ROU,,_T,,USD,,A,,2022,,36.408,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,CMR,,_T,,USD,,A,,2022,,0.545,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,LVA,,_T,,USD,,A,,2022,,1.487,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,ISL,,_T,,USD,,A,,2022,,0.244,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,SEN,,_T,,USD,,A,,2022,,0.128,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,NOR,,_T,,USD,,A,,2022,,5.568,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,CMR,,_T,,USD,,A,,2022,,0.039,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,CRI,,_T,,USD,,A,,2022,,0.186,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,KHM,,_T,,USD,,A,,2022,,0.054,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,CRI,,_T,,USD,,A,,2022,,0.332,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,KOR,,_T,,USD,,A,,2022,,18.454,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,CAN,,_T,,USD,,A,,2022,,9.649,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,CIV,,_T,,USD,,A,,2022,,0.042,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,CHE,,_T,,USD,,A,,2022,,19.501,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,PER,,_T,,USD,,A,,2022,,2.716,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,NLD,,_T,,USD,,A,,2022,,104.974,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,BRA,,_T,,USD,,A,,2022,,2.139,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,CHL,,_T,,USD,,A,,2022,,0.236,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,PHL,,_T,,USD,,A,,2022,,0.622,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,THA,,_T,,USD,,A,,2022,,0.726,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,HKG,,_T,,USD,,A,,2022,,0.111,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,LVA,,_T,,USD,,A,,2022,,1.64,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,DEU,,_T,,USD,,A,,2022,,167.469,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,FRA,,_T,,USD,,A,,2022,,6.049,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,KHM,,_T,,USD,,A,,2022,,0.647,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,AUT,,_T,,USD,,A,,2022,,14.202,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,BGD,,_T,,USD,,A,,2022,,0.125,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,UKR,,_T,,USD,,A,,2022,,2.162,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,SEN,,_T,,USD,,A,,2022,,0.797,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,CAN,,_T,,USD,,A,,2022,,8.613,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,ARE,,_T,,USD,,A,,2022,,4.971,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,FRA,,_T,,USD,,A,,2022,,27.403,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,DEU,,_T,,USD,,A,,2022,,266.005,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,BEL,,_T,,USD,,A,,2022,,46.987,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,AUT,,_T,,USD,,A,,2022,,43.919,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,NGA,,_T,,USD,,A,,2022,,3.072,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,CHN,,_T,,USD,,A,,2022,,39.866,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,IRL,,_T,,USD,,A,,2022,,3.688,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,DEU,,_T,,USD,,A,,2022,,304.231,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,IND,,_T,,USD,,A,,2022,,3.875,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,PRT,,_T,,USD,,A,,2022,,16.797,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,ARG,,_T,,USD,,A,,2022,,6.252,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,SEN,,_T,,USD,,A,,2022,,0.156,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,KAZ,,_T,,USD,,A,,2022,,2.525,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,CAN,,_T,,USD,,A,,2022,,9.831,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,CZE,,_T,,USD,,A,,2022,,486.754,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,ARG,,_T,,USD,,A,,2022,,1.628,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,SVK,,_T,,USD,,A,,2022,,440.159,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,ROU,,_T,,USD,,A,,2022,,53.698,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,AUT,,_T,,USD,,A,,2022,,36.057,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,DNK,,_T,,USD,,A,,2022,,1.988,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,NOR,,_T,,USD,,A,,2022,,5.143,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,IDN,,_T,,USD,,A,,2022,,1.033,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,JPN,,_T,,USD,,A,,2022,,2.603,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,NLD,,_T,,USD,,A,,2022,,1.971,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,JPN,,_T,,USD,,A,,2022,,5.507,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,CMR,,_T,,USD,,A,,2022,,0.206,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,GRC,,_T,,USD,,A,,2022,,0.959,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,CHE,,_T,,USD,,A,,2022,,20.42,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,NZL,,_T,,USD,,A,,2022,,1.287,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,NLD,,_T,,USD,,A,,2022,,11.207,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,PHL,,_T,,USD,,A,,2022,,0.261,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,ZAF,,_T,,USD,,A,,2022,,0.333,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,UKR,,_T,,USD,,A,,2022,,12.448,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,ZAF,,_T,,USD,,A,,2022,,0.985,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,SVK,,_T,,USD,,A,,2022,,253.134,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,CIV,,_T,,USD,,A,,2022,,0.212,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,PER,,_T,,USD,,A,,2022,,0.431,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,PHL,,_T,,USD,,A,,2022,,0.588,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,CZE,,_T,,USD,,A,,2022,,309.797,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,KHM,,_T,,USD,,A,,2022,,0.055,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,AUT,,_T,,USD,,A,,2022,,123.893,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,TUR,,_T,,USD,,A,,2022,,11.657,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,CHL,,_T,,USD,,A,,2022,,0.353,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,CMR,,_T,,USD,,A,,2022,,0.03,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,BRA,,_T,,USD,,A,,2022,,11.808,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,ESP,,_T,,USD,,A,,2022,,100.363,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,SVN,,_T,,USD,,A,,2022,,1.8,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C24_25,,COD,,_T,,USD,,A,,2022,,1.13,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,NGA,,_T,,USD,,A,,2022,,0.7,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,ZAF,,_T,,USD,,A,,2022,,21.564,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,MAR,,_T,,USD,,A,,2022,,0.584,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,CHN,,_T,,USD,,A,,2022,,57.153,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,SWE,,_T,,USD,,A,,2022,,6.964,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,ZAF,,_T,,USD,,A,,2022,,14.954,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,NLD,,_T,,USD,,A,,2022,,112.605,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,SAU,,_T,,USD,,A,,2022,,3.291,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,ISL,,_T,,USD,,A,,2022,,0.382,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C10T12,,CZE,,_T,,USD,,A,,2022,,112.832,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,UKR,,_T,,USD,,A,,2022,,18.33,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,SGP,,_T,,USD,,A,,2022,,0.138,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,H,,CHE,,_T,,USD,,A,,2022,,56.834,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,ARG,,_T,,USD,,A,,2022,,1.242,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,EGY,,_T,,USD,,A,,2022,,1.077,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,MAR,,_T,,USD,,A,,2022,,0.232,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,SEN,,_T,,USD,,A,,2022,,0.871,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,ISL,,_T,,USD,,A,,2022,,0.381,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,IRL,,_T,,USD,,A,,2022,,17.077,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,EST,,_T,,USD,,A,,2022,,1.368,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,JPN,,_T,,USD,,A,,2022,,7.14,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,PAK,,_T,,USD,,A,,2022,,0.151,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,CZE,,_T,,USD,,A,,2022,,12.888,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,ARE,,_T,,USD,,A,,2022,,27.534,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,ARE,,_T,,USD,,A,,2022,,3.444,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,WXD,,_T,,USD,,A,,2022,,26.108,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,TWN,,_T,,USD,,A,,2022,,2.177,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,SWE,,_T,,USD,,A,,2022,,9.138,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,SVK,,_T,,USD,,A,,2022,,6517.237,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,UKR,,_T,,USD,,A,,2022,,4.983,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,COD,,_T,,USD,,A,,2022,,0.265,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,IRL,,_T,,USD,,A,,2022,,2.776,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,LAO,,_T,,USD,,A,,2022,,0.527,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,FRA,,_T,,USD,,A,,2022,,298.277,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,RUS,,_T,,USD,,A,,2022,,96.858,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,NGA,,_T,,USD,,A,,2022,,2.508,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,JOR,,_T,,USD,,A,,2022,,1.369,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,RTT,,LTU,,_T,,USD,,A,,2022,,0.772,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,ISL,,_T,,USD,,A,,2022,,3.289,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,CHE,,_T,,USD,,A,,2022,,101.864,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,ARG,,_T,,USD,,A,,2022,,1.022,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,HUN,,_T,,USD,,A,,2022,,60.253,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,POL,,_T,,USD,,A,,2022,,34.209,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,CHN,,_T,,USD,,A,,2022,,25.17,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,ARE,,_T,,USD,,A,,2022,,6.548,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C19T23,,NLD,,_T,,USD,,A,,2022,,45.854,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,I,,CHN,,_T,,USD,,A,,2022,,36.234,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,COD,,_T,,USD,,A,,2022,,0.39,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C28,,SVK,,_T,,USD,,A,,2022,,184.363,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,TWN,,_T,,USD,,A,,2022,,3.371,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,ROU,,_T,,USD,,A,,2022,,165.08,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,A,,LTU,,_T,,USD,,A,,2022,,4.92,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,G,,CAN,,_T,,USD,,A,,2022,,64.466,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,FRA,,_T,,USD,,A,,2022,,374.55,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,ISL,,_T,,USD,,A,,2022,,0.559,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,L,,FRA,,_T,,USD,,A,,2022,,21.934,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,BEL,,_T,,USD,,A,,2022,,8.432,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C26_27,,BRA,,_T,,USD,,A,,2022,,10.19,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C13T15,,AUS,,_T,,USD,,A,,2022,,2.046,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C29_30,,COD,,_T,,USD,,A,,2022,,0.633,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C31T33,,ISR,,_T,,USD,,A,,2022,,2.02,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,C16T18,,LAO,,_T,,USD,,A,,2022,,0.079,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,B,,CHE,,_T,,USD,,A,,2022,,1.574,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,D_E,,EST,,_T,,USD,,A,,2022,,0.698,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,J,,KOR,,_T,,USD,,A,,2022,,79.022,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,F,,CHE,,_T,,USD,,A,,2022,,15.143,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,OTQ,,ISL,,_T,,USD,,A,,2022,,0.261,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,M_N,,PHL,,_T,,USD,,A,,2022,,6.962,,6,
DATAFLOW,OECD.STI.PIE:DSD_TIVA_FDVA@DF_FDVA(1.1),,I,FDVA,,SVK,,K,,PHL,,_T,,USD,,A,,2022,,0.717,,6,
